date;TempEau;TempAir;TempPAC;TempInt;PHVal;RedoxVal;CLVal;PompePH;PompeCL;PompeALG;PP;PAC;Auto
28/09/2023 10:00;2266,74;2225,5;0;0;6343,52;238,02;-48;0;0;0;162,08;0;1
28/09/2023 14:00;2562,272727;2528,818182;0;0;1674,545455;12,77272727;-11,36363636;0;0;0;255,2272727;0;1
28/09/2023 15:00;2625;2612;0;0;87;67,375;5,625;0;0;0;238,75;0;1
28/09/2023 16:00;2652,415205;2618,631579;0;0;3448,97076;186,3976608;-56,7251462;0;0;0;305,3391813;0;0,988304094
28/09/2023 17:00;2676,076142;2638,964467;0;0;2500,253807;228,4568528;-31,6751269;0;0;0;245,071066;0;0,989847716
28/09/2023 18:00;2697,00907;2655,78458;0;0;-10859,05442;416,5011338;-100;548,5487528;13,80952381;0;263,8049887;0;1
28/09/2023 19:00;2662,204787;2609,4375;0;0;5310,119681;399,0039894;-100;478,4574468;91,33643617;0;210,6569149;0;1
28/09/2023 20:00;2611,618841;2572,653623;0;0;-4252,036232;399,4884058;-100;401,2521739;82,2173913;0;151,6043478;0;1
28/09/2023 21:00;2606;2568;0;0;2631;382,2222222;-100;440,5;244,4444444;0;120,0555556;0;1
